walletAddress,approvedAddress,approvalAmount
0xbF6aB411fD1f824e5dDB47D3695fc4B06eDda08A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564032074930165984654767080
0x1f8009b8045225ebd7426FBe880eE2183BC0a6ef,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x762F11992dA495AdC8C5e2772F240Fda54808831,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564031581683990942238599276
0xeca14974cE43eec44850F7401Ef66105a89Ff66e,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,7289000000000000000000
0xB1BF8C88C258789a10144d1C476d47dcb2f41361,0x7D8E28184408Bc4790E79Fd08ED67f7eBaCBEbcc,115792089237316195423570985008687907853269984665640563999707129358370771954081
0x3328f5f2cEcAF00a2443082B657CedEAf70bfAEf,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x3328f5f2cEcAF00a2443082B657CedEAf70bfAEf,0x11111112542D85B3EF69AE05771c2dCCff4fAa26,115792089237316195423570985008687907853269984665640563999865742298130174699937
0xB9ccfC18B941A2CC51A956aa6C83360eb9d58DE7,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564024127826976309911266470
0xAbE526B89163bd03DF9388a571922cd2C7133414,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x7483E8B11E5bf9583F2629b4d1e10035748930e4,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564032457584007913129639935
0x0e5767Bc10E638Fa27475046E9EdbA581Ed92dCF,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x42D455B219214FDA88aF47786CC6e3B5f9a19c37,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564035538100378894001483570
0x003fA9242B88b318d271CE9444ED16e07dec7fFc,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564039457584007913129639935
0x2ffDbe99eFF6341a2073D6F1ff8097F493d3FC14,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564039457584007913129639935
0xEbC7e58735280478eadb480F7584c79ab955b094,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,115792089237316195423570985008687907853269984665640564032510075171645330422605
